instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_p,registerd_p,Cluster
9844,2012-02-20,Spring,2012,February,2,Holiday,Monday,Non-Working Day,Cloudy,0.24,0.2576,0.87,0.0896,1,19,20,5.0,95.0,Night Owl
9845,2012-02-20,Spring,2012,February,3,Holiday,Monday,Non-Working Day,Cloudy,0.24,0.2273,0.81,0.194,0,8,8,0.0,100.0,Night Owl
9846,2012-02-20,Spring,2012,February,5,Holiday,Monday,Non-Working Day,Cloudy,0.24,0.2121,0.6,0.3582,0,6,6,0.0,100.0,All-Day Rider
9847,2012-02-20,Spring,2012,February,6,Holiday,Monday,Non-Working Day,Few Clouds,0.24,0.197,0.52,0.4179,1,9,10,10.0,90.0,All-Day Rider
9848,2012-02-20,Spring,2012,February,7,Holiday,Monday,Non-Working Day,Cloudy,0.22,0.197,0.55,0.3284,2,42,44,4.545454545454546,95.45454545454545,Commuter
9849,2012-02-20,Spring,2012,February,8,Holiday,Monday,Non-Working Day,Few Clouds,0.2,0.1818,0.59,0.3582,9,111,120,7.5,92.5,Commuter
9850,2012-02-20,Spring,2012,February,9,Holiday,Monday,Non-Working Day,Few Clouds,0.2,0.1818,0.59,0.3582,12,98,110,10.909090909090908,89.0909090909091,Commuter
9851,2012-02-20,Spring,2012,February,10,Holiday,Monday,Non-Working Day,Few Clouds,0.22,0.197,0.55,0.4478,30,113,143,20.97902097902098,79.02097902097903,All-Day Rider
9852,2012-02-20,Spring,2012,February,11,Holiday,Monday,Non-Working Day,Few Clouds,0.26,0.2273,0.48,0.3582,45,163,208,21.634615384615387,78.36538461538461,All-Day Rider
9853,2012-02-20,Spring,2012,February,12,Holiday,Monday,Non-Working Day,Few Clouds,0.28,0.2727,0.45,0.2239,65,216,281,23.131672597864767,76.86832740213522,All-Day Rider
9854,2012-02-20,Spring,2012,February,13,Holiday,Monday,Non-Working Day,Few Clouds,0.3,0.2879,0.42,0.2836,66,246,312,21.153846153846153,78.84615384615384,All-Day Rider
9855,2012-02-20,Spring,2012,February,14,Holiday,Monday,Non-Working Day,Few Clouds,0.32,0.3182,0.36,0.194,57,206,263,21.673003802281368,78.32699619771863,All-Day Rider
9856,2012-02-20,Spring,2012,February,15,Holiday,Monday,Non-Working Day,Few Clouds,0.34,0.3182,0.34,0.2239,54,235,289,18.685121107266436,81.31487889273356,All-Day Rider
9857,2012-02-20,Spring,2012,February,16,Holiday,Monday,Non-Working Day,Few Clouds,0.36,0.3788,0.29,0.1045,64,216,280,22.857142857142858,77.14285714285715,All-Day Rider
9858,2012-02-20,Spring,2012,February,17,Holiday,Monday,Non-Working Day,Few Clouds,0.38,0.3939,0.27,0.2537,27,226,253,10.67193675889328,89.32806324110672,Commuter
9859,2012-02-20,Spring,2012,February,18,Holiday,Monday,Non-Working Day,Few Clouds,0.34,0.3182,0.34,0.2239,27,215,242,11.15702479338843,88.84297520661157,Commuter
9860,2012-02-20,Spring,2012,February,19,Holiday,Monday,Non-Working Day,Few Clouds,0.34,0.3182,0.34,0.2239,8,164,172,4.651162790697675,95.34883720930233,Commuter
9861,2012-02-20,Spring,2012,February,20,Holiday,Monday,Non-Working Day,Few Clouds,0.34,0.3333,0.34,0.194,9,117,126,7.142857142857142,92.85714285714286,Evening Rider
9862,2012-02-20,Spring,2012,February,21,Holiday,Monday,Non-Working Day,Few Clouds,0.3,0.303,0.39,0.1642,8,90,98,8.16326530612245,91.83673469387756,Evening Rider
9863,2012-02-20,Spring,2012,February,22,Holiday,Monday,Non-Working Day,Few Clouds,0.3,0.3182,0.45,0.0896,9,53,62,14.516129032258066,85.48387096774194,Evening Rider
9864,2012-02-20,Spring,2012,February,23,Holiday,Monday,Non-Working Day,Few Clouds,0.3,0.3333,0.39,0.0,0,26,26,0.0,100.0,Night Owl
9865,2012-02-21,Spring,2012,February,0,No Holiday,Tuesday,Working Day,Few Clouds,0.26,0.303,0.65,0.0,1,11,12,8.333333333333332,91.66666666666666,Night Owl
9866,2012-02-21,Spring,2012,February,1,No Holiday,Tuesday,Working Day,Few Clouds,0.26,0.303,0.56,0.0,0,7,7,0.0,100.0,Night Owl
9867,2012-02-21,Spring,2012,February,2,No Holiday,Tuesday,Working Day,Few Clouds,0.24,0.2879,0.6,0.0,0,3,3,0.0,100.0,Night Owl
9868,2012-02-21,Spring,2012,February,4,No Holiday,Tuesday,Working Day,Few Clouds,0.22,0.2727,0.64,0.0,0,2,2,0.0,100.0,Night Owl
9869,2012-02-21,Spring,2012,February,5,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2576,0.69,0.0,0,15,15,0.0,100.0,All-Day Rider
9870,2012-02-21,Spring,2012,February,6,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2576,0.75,0.0,3,83,86,3.488372093023256,96.51162790697676,All-Day Rider
9871,2012-02-21,Spring,2012,February,7,No Holiday,Tuesday,Working Day,Few Clouds,0.22,0.2727,0.64,0.0,6,273,279,2.1505376344086025,97.84946236559139,Commuter
9872,2012-02-21,Spring,2012,February,8,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2273,0.69,0.0896,5,459,464,1.0775862068965518,98.92241379310344,Commuter
9873,2012-02-21,Spring,2012,February,9,No Holiday,Tuesday,Working Day,Few Clouds,0.2,0.2273,0.75,0.1045,6,211,217,2.7649769585253456,97.23502304147466,Commuter
9874,2012-02-21,Spring,2012,February,10,No Holiday,Tuesday,Working Day,Few Clouds,0.24,0.2273,0.7,0.194,8,77,85,9.411764705882353,90.58823529411765,All-Day Rider
9875,2012-02-21,Spring,2012,February,11,No Holiday,Tuesday,Working Day,Cloudy,0.26,0.2424,0.7,0.2836,5,81,86,5.813953488372093,94.18604651162791,All-Day Rider
9876,2012-02-21,Spring,2012,February,12,No Holiday,Tuesday,Working Day,Cloudy,0.3,0.2727,0.56,0.3881,16,147,163,9.815950920245399,90.1840490797546,All-Day Rider
9877,2012-02-21,Spring,2012,February,13,No Holiday,Tuesday,Working Day,Few Clouds,0.34,0.303,0.49,0.4179,8,123,131,6.106870229007633,93.89312977099237,All-Day Rider
9878,2012-02-21,Spring,2012,February,14,No Holiday,Tuesday,Working Day,Cloudy,0.32,0.2879,0.53,0.3881,16,108,124,12.903225806451612,87.09677419354838,All-Day Rider
9879,2012-02-21,Spring,2012,February,15,No Holiday,Tuesday,Working Day,Few Clouds,0.34,0.303,0.49,0.4179,23,137,160,14.374999999999998,85.625,All-Day Rider
9880,2012-02-21,Spring,2012,February,16,No Holiday,Tuesday,Working Day,Few Clouds,0.36,0.3333,0.46,0.4179,14,240,254,5.511811023622047,94.48818897637796,All-Day Rider
9881,2012-02-21,Spring,2012,February,17,No Holiday,Tuesday,Working Day,Few Clouds,0.38,0.3939,0.4,0.4478,21,411,432,4.861111111111112,95.13888888888889,Commuter
9882,2012-02-21,Spring,2012,February,18,No Holiday,Tuesday,Working Day,Few Clouds,0.38,0.3939,0.4,0.4478,11,414,425,2.588235294117647,97.41176470588235,Commuter
9883,2012-02-21,Spring,2012,February,19,No Holiday,Tuesday,Working Day,Few Clouds,0.36,0.3333,0.46,0.2985,5,299,304,1.644736842105263,98.35526315789474,Commuter
9884,2012-02-21,Spring,2012,February,20,No Holiday,Tuesday,Working Day,Few Clouds,0.34,0.3182,0.53,0.2537,4,223,227,1.762114537444934,98.23788546255507,Evening Rider
9885,2012-02-21,Spring,2012,February,21,No Holiday,Tuesday,Working Day,Few Clouds,0.34,0.3333,0.61,0.1642,7,147,154,4.545454545454546,95.45454545454545,Evening Rider
9886,2012-02-21,Spring,2012,February,22,No Holiday,Tuesday,Working Day,Cloudy,0.34,0.3333,0.71,0.194,3,97,100,3.0,97.0,Evening Rider
9887,2012-02-21,Spring,2012,February,23,No Holiday,Tuesday,Working Day,Few Clouds,0.32,0.303,0.66,0.2239,1,46,47,2.127659574468085,97.87234042553192,Night Owl
9888,2012-02-22,Spring,2012,February,0,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.303,0.66,0.2239,5,19,24,20.833333333333336,79.16666666666666,Night Owl
9889,2012-02-22,Spring,2012,February,1,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.3333,0.7,0.1343,3,4,7,42.857142857142854,57.14285714285714,Night Owl
9890,2012-02-22,Spring,2012,February,2,No Holiday,Wednesday,Working Day,Few Clouds,0.34,0.3182,0.66,0.2836,1,5,6,16.666666666666664,83.33333333333334,Night Owl
9891,2012-02-22,Spring,2012,February,3,No Holiday,Wednesday,Working Day,Cloudy,0.34,0.3182,0.71,0.2239,1,3,4,25.0,75.0,Night Owl
9892,2012-02-22,Spring,2012,February,4,No Holiday,Wednesday,Working Day,Few Clouds,0.34,0.3333,0.71,0.1642,0,2,2,0.0,100.0,Night Owl
9893,2012-02-22,Spring,2012,February,5,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.3333,0.7,0.1045,1,29,30,3.3333333333333335,96.66666666666667,All-Day Rider
9894,2012-02-22,Spring,2012,February,6,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.3182,0.76,0.1642,5,85,90,5.555555555555555,94.44444444444444,All-Day Rider
9895,2012-02-22,Spring,2012,February,7,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.3333,0.76,0.0896,10,292,302,3.3112582781456954,96.68874172185431,Commuter
9896,2012-02-22,Spring,2012,February,8,No Holiday,Wednesday,Working Day,Few Clouds,0.3,0.3182,0.75,0.0896,9,567,576,1.5625,98.4375,Commuter
9897,2012-02-22,Spring,2012,February,9,No Holiday,Wednesday,Working Day,Few Clouds,0.32,0.3333,0.7,0.0896,11,241,252,4.365079365079365,95.63492063492063,Commuter
9898,2012-02-22,Spring,2012,February,10,No Holiday,Wednesday,Working Day,Few Clouds,0.34,0.3485,0.71,0.0896,17,122,139,12.23021582733813,87.76978417266187,All-Day Rider
9899,2012-02-22,Spring,2012,February,11,No Holiday,Wednesday,Working Day,Few Clouds,0.36,0.3485,0.66,0.1642,22,149,171,12.865497076023392,87.13450292397661,All-Day Rider
9900,2012-02-22,Spring,2012,February,12,No Holiday,Wednesday,Working Day,Few Clouds,0.4,0.4091,0.62,0.2836,21,186,207,10.144927536231885,89.85507246376811,All-Day Rider
9901,2012-02-22,Spring,2012,February,13,No Holiday,Wednesday,Working Day,Few Clouds,0.42,0.4242,0.54,0.2985,15,175,190,7.894736842105263,92.10526315789474,All-Day Rider
9902,2012-02-22,Spring,2012,February,14,No Holiday,Wednesday,Working Day,Few Clouds,0.44,0.4394,0.54,0.3284,35,142,177,19.774011299435028,80.22598870056498,All-Day Rider
9903,2012-02-22,Spring,2012,February,15,No Holiday,Wednesday,Working Day,Few Clouds,0.5,0.4848,0.31,0.4179,34,161,195,17.435897435897434,82.56410256410255,All-Day Rider
9904,2012-02-22,Spring,2012,February,16,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.29,0.4627,30,268,298,10.06711409395973,89.93288590604027,All-Day Rider
9905,2012-02-22,Spring,2012,February,17,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.32,0.3881,43,486,529,8.128544423440454,91.87145557655954,Commuter
9906,2012-02-22,Spring,2012,February,18,No Holiday,Wednesday,Working Day,Cloudy,0.48,0.4697,0.41,0.3284,42,483,525,8.0,92.0,Commuter
9907,2012-02-22,Spring,2012,February,19,No Holiday,Wednesday,Working Day,Cloudy,0.46,0.4545,0.44,0.2836,22,305,327,6.727828746177369,93.27217125382263,Commuter
9908,2012-02-22,Spring,2012,February,20,No Holiday,Wednesday,Working Day,Cloudy,0.44,0.4394,0.47,0.194,25,249,274,9.124087591240876,90.87591240875912,Evening Rider
9909,2012-02-22,Spring,2012,February,21,No Holiday,Wednesday,Working Day,Cloudy,0.48,0.4697,0.33,0.2836,19,220,239,7.949790794979079,92.05020920502092,Evening Rider
9910,2012-02-22,Spring,2012,February,22,No Holiday,Wednesday,Working Day,Cloudy,0.44,0.4394,0.47,0.2537,18,129,147,12.244897959183673,87.75510204081633,Evening Rider
9911,2012-02-22,Spring,2012,February,23,No Holiday,Wednesday,Working Day,Cloudy,0.46,0.4545,0.41,0.2836,5,57,62,8.064516129032258,91.93548387096774,Night Owl
9912,2012-02-23,Spring,2012,February,0,No Holiday,Thursday,Working Day,Cloudy,0.44,0.4394,0.47,0.2537,12,30,42,28.57142857142857,71.42857142857143,Night Owl
9913,2012-02-23,Spring,2012,February,1,No Holiday,Thursday,Working Day,Cloudy,0.44,0.4394,0.58,0.2836,3,12,15,20.0,80.0,Night Owl
9914,2012-02-23,Spring,2012,February,2,No Holiday,Thursday,Working Day,Cloudy,0.44,0.4394,0.62,0.2239,5,4,9,55.55555555555556,44.44444444444444,Night Owl
9915,2012-02-23,Spring,2012,February,3,No Holiday,Thursday,Working Day,Rain,0.44,0.4394,0.67,0.194,2,4,6,33.33333333333333,66.66666666666666,Night Owl
9916,2012-02-23,Spring,2012,February,4,No Holiday,Thursday,Working Day,Few Clouds,0.4,0.4091,0.76,0.2239,0,1,1,0.0,100.0,Night Owl
9917,2012-02-23,Spring,2012,February,5,No Holiday,Thursday,Working Day,Few Clouds,0.4,0.4091,0.76,0.2239,2,30,32,6.25,93.75,All-Day Rider
9918,2012-02-23,Spring,2012,February,6,No Holiday,Thursday,Working Day,Few Clouds,0.36,0.3485,0.87,0.194,3,88,91,3.296703296703297,96.7032967032967,All-Day Rider
9919,2012-02-23,Spring,2012,February,7,No Holiday,Thursday,Working Day,Few Clouds,0.36,0.3485,0.81,0.2239,9,317,326,2.7607361963190185,97.23926380368098,Commuter
9920,2012-02-23,Spring,2012,February,8,No Holiday,Thursday,Working Day,Few Clouds,0.34,0.3333,0.87,0.194,11,549,560,1.9642857142857142,98.03571428571428,Commuter
9921,2012-02-23,Spring,2012,February,9,No Holiday,Thursday,Working Day,Few Clouds,0.36,0.3333,0.81,0.2537,14,228,242,5.785123966942149,94.21487603305785,Commuter
9922,2012-02-23,Spring,2012,February,10,No Holiday,Thursday,Working Day,Few Clouds,0.42,0.4242,0.67,0.194,41,107,148,27.7027027027027,72.2972972972973,All-Day Rider
9923,2012-02-23,Spring,2012,February,11,No Holiday,Thursday,Working Day,Few Clouds,0.48,0.4697,0.48,0.2836,54,128,182,29.67032967032967,70.32967032967034,All-Day Rider
9924,2012-02-23,Spring,2012,February,12,No Holiday,Thursday,Working Day,Few Clouds,0.5,0.4848,0.42,0.2537,25,199,224,11.160714285714286,88.83928571428571,All-Day Rider
9925,2012-02-23,Spring,2012,February,13,No Holiday,Thursday,Working Day,Few Clouds,0.52,0.5,0.39,0.194,30,188,218,13.761467889908257,86.23853211009175,All-Day Rider
9926,2012-02-23,Spring,2012,February,14,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.37,0.2537,36,156,192,18.75,81.25,All-Day Rider
9927,2012-02-23,Spring,2012,February,15,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.33,0.1343,46,171,217,21.19815668202765,78.80184331797236,All-Day Rider
9928,2012-02-23,Spring,2012,February,16,No Holiday,Thursday,Working Day,Few Clouds,0.56,0.5303,0.32,0.0,45,298,343,13.119533527696792,86.88046647230321,All-Day Rider
9929,2012-02-23,Spring,2012,February,17,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.32,0.1642,49,561,610,8.032786885245901,91.9672131147541,Commuter
9930,2012-02-23,Spring,2012,February,18,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.37,0.1343,36,486,522,6.896551724137931,93.10344827586206,Commuter
9931,2012-02-23,Spring,2012,February,19,No Holiday,Thursday,Working Day,Few Clouds,0.5,0.4848,0.39,0.0896,20,349,369,5.420054200542006,94.579945799458,Commuter
9932,2012-02-23,Spring,2012,February,20,No Holiday,Thursday,Working Day,Few Clouds,0.46,0.4545,0.44,0.1343,23,246,269,8.550185873605948,91.44981412639405,Evening Rider
9933,2012-02-23,Spring,2012,February,21,No Holiday,Thursday,Working Day,Few Clouds,0.44,0.4394,0.51,0.2239,17,205,222,7.657657657657657,92.34234234234235,Evening Rider
9934,2012-02-23,Spring,2012,February,22,No Holiday,Thursday,Working Day,Few Clouds,0.44,0.4394,0.54,0.2537,19,118,137,13.86861313868613,86.13138686131386,Evening Rider
9935,2012-02-23,Spring,2012,February,23,No Holiday,Thursday,Working Day,Few Clouds,0.44,0.4394,0.54,0.0,14,71,85,16.470588235294116,83.52941176470588,Night Owl
9936,2012-02-24,Spring,2012,February,0,No Holiday,Friday,Working Day,Cloudy,0.44,0.4394,0.58,0.0896,12,34,46,26.08695652173913,73.91304347826086,Night Owl
9937,2012-02-24,Spring,2012,February,1,No Holiday,Friday,Working Day,Few Clouds,0.44,0.4394,0.62,0.194,3,15,18,16.666666666666664,83.33333333333334,Night Owl
9938,2012-02-24,Spring,2012,February,2,No Holiday,Friday,Working Day,Rain,0.42,0.4242,0.77,0.2836,1,4,5,20.0,80.0,Night Owl
9939,2012-02-24,Spring,2012,February,3,No Holiday,Friday,Working Day,Few Clouds,0.42,0.4242,0.82,0.1343,0,5,5,0.0,100.0,Night Owl
9940,2012-02-24,Spring,2012,February,4,No Holiday,Friday,Working Day,Few Clouds,0.4,0.4091,0.87,0.1343,0,2,2,0.0,100.0,Night Owl
9941,2012-02-24,Spring,2012,February,5,No Holiday,Friday,Working Day,Cloudy,0.4,0.4091,0.87,0.194,1,25,26,3.8461538461538463,96.15384615384616,All-Day Rider
9942,2012-02-24,Spring,2012,February,6,No Holiday,Friday,Working Day,Cloudy,0.4,0.4091,0.87,0.1642,2,80,82,2.4390243902439024,97.5609756097561,All-Day Rider
9943,2012-02-24,Spring,2012,February,7,No Holiday,Friday,Working Day,Cloudy,0.4,0.4091,0.76,0.2239,7,265,272,2.5735294117647056,97.42647058823529,Commuter
9944,2012-02-24,Spring,2012,February,8,No Holiday,Friday,Working Day,Cloudy,0.38,0.3939,0.76,0.3284,17,452,469,3.624733475479744,96.37526652452026,Commuter
9945,2012-02-24,Spring,2012,February,9,No Holiday,Friday,Working Day,Rain,0.36,0.3333,0.81,0.2537,15,229,244,6.147540983606557,93.85245901639344,Commuter
9946,2012-02-24,Spring,2012,February,10,No Holiday,Friday,Working Day,Rain,0.36,0.3485,0.81,0.1642,22,119,141,15.602836879432624,84.39716312056737,All-Day Rider
9947,2012-02-24,Spring,2012,February,11,No Holiday,Friday,Working Day,Cloudy,0.36,0.3636,0.81,0.1045,27,136,163,16.56441717791411,83.43558282208589,All-Day Rider
9948,2012-02-24,Spring,2012,February,12,No Holiday,Friday,Working Day,Cloudy,0.4,0.4091,0.76,0.1343,27,201,228,11.842105263157894,88.1578947368421,All-Day Rider
9949,2012-02-24,Spring,2012,February,13,No Holiday,Friday,Working Day,Cloudy,0.42,0.4242,0.71,0.1045,30,153,183,16.39344262295082,83.60655737704919,All-Day Rider
9950,2012-02-24,Spring,2012,February,14,No Holiday,Friday,Working Day,Cloudy,0.46,0.4545,0.67,0.1045,5,26,31,16.129032258064516,83.87096774193549,All-Day Rider
9951,2012-02-24,Spring,2012,February,15,No Holiday,Friday,Working Day,Rain,0.4,0.4091,0.87,0.194,11,83,94,11.702127659574469,88.29787234042553,All-Day Rider
9952,2012-02-24,Spring,2012,February,16,No Holiday,Friday,Working Day,Rain,0.4,0.4091,0.87,0.194,12,166,178,6.741573033707865,93.25842696629213,All-Day Rider
9953,2012-02-24,Spring,2012,February,17,No Holiday,Friday,Working Day,Rain,0.42,0.4242,0.94,0.1045,14,242,256,5.46875,94.53125,Commuter
9954,2012-02-24,Spring,2012,February,18,No Holiday,Friday,Working Day,Cloudy,0.42,0.4242,0.94,0.0,11,289,300,3.6666666666666665,96.33333333333334,Commuter
9955,2012-02-24,Spring,2012,February,19,No Holiday,Friday,Working Day,Cloudy,0.44,0.4394,0.88,0.1045,6,227,233,2.575107296137339,97.42489270386267,Commuter
9956,2012-02-24,Spring,2012,February,20,No Holiday,Friday,Working Day,Few Clouds,0.44,0.4394,0.62,0.4179,8,159,167,4.790419161676647,95.20958083832335,Evening Rider
9957,2012-02-24,Spring,2012,February,21,No Holiday,Friday,Working Day,Few Clouds,0.42,0.4242,0.35,0.806,1,151,152,0.6578947368421052,99.3421052631579,Evening Rider
9958,2012-02-24,Spring,2012,February,22,No Holiday,Friday,Working Day,Few Clouds,0.4,0.4091,0.37,0.5821,4,102,106,3.7735849056603774,96.22641509433963,Evening Rider
9959,2012-02-24,Spring,2012,February,23,No Holiday,Friday,Working Day,Few Clouds,0.38,0.3939,0.37,0.6866,10,76,86,11.627906976744185,88.37209302325581,Night Owl
9960,2012-02-25,Spring,2012,February,0,No Holiday,Saturday,Non-Working Day,Few Clouds,0.36,0.3333,0.43,0.3881,5,56,61,8.19672131147541,91.80327868852459,Night Owl
9961,2012-02-25,Spring,2012,February,1,No Holiday,Saturday,Non-Working Day,Few Clouds,0.34,0.303,0.42,0.3582,4,42,46,8.695652173913043,91.30434782608695,Night Owl
9962,2012-02-25,Spring,2012,February,2,No Holiday,Saturday,Non-Working Day,Few Clouds,0.32,0.303,0.45,0.2537,1,37,38,2.631578947368421,97.36842105263158,Night Owl
9963,2012-02-25,Spring,2012,February,3,No Holiday,Saturday,Non-Working Day,Few Clouds,0.3,0.2727,0.45,0.2985,0,7,7,0.0,100.0,Night Owl
9964,2012-02-25,Spring,2012,February,4,No Holiday,Saturday,Non-Working Day,Few Clouds,0.3,0.2727,0.42,0.3284,0,2,2,0.0,100.0,Night Owl
9965,2012-02-25,Spring,2012,February,5,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2727,0.42,0.2985,0,3,3,0.0,100.0,All-Day Rider
9966,2012-02-25,Spring,2012,February,6,No Holiday,Saturday,Non-Working Day,Cloudy,0.3,0.2727,0.42,0.2985,1,12,13,7.6923076923076925,92.3076923076923,All-Day Rider
9967,2012-02-25,Spring,2012,February,7,No Holiday,Saturday,Non-Working Day,Few Clouds,0.28,0.2424,0.45,0.4478,3,20,23,13.043478260869565,86.95652173913044,Commuter
9968,2012-02-25,Spring,2012,February,8,No Holiday,Saturday,Non-Working Day,Few Clouds,0.26,0.2273,0.48,0.2985,3,90,93,3.225806451612903,96.7741935483871,Commuter
9969,2012-02-25,Spring,2012,February,9,No Holiday,Saturday,Non-Working Day,Rain,0.22,0.197,0.75,0.3284,15,107,122,12.295081967213115,87.70491803278688,Commuter
9970,2012-02-25,Spring,2012,February,10,No Holiday,Saturday,Non-Working Day,Few Clouds,0.26,0.2273,0.6,0.3582,24,159,183,13.114754098360656,86.88524590163934,All-Day Rider
9971,2012-02-25,Spring,2012,February,11,No Holiday,Saturday,Non-Working Day,Few Clouds,0.3,0.2576,0.39,0.6119,23,187,210,10.952380952380953,89.04761904761904,All-Day Rider
9972,2012-02-25,Spring,2012,February,12,No Holiday,Saturday,Non-Working Day,Few Clouds,0.32,0.2727,0.29,0.6567,41,217,258,15.891472868217054,84.10852713178295,All-Day Rider
9973,2012-02-25,Spring,2012,February,13,No Holiday,Saturday,Non-Working Day,Few Clouds,0.32,0.2879,0.31,0.4925,48,178,226,21.238938053097346,78.76106194690266,All-Day Rider
9974,2012-02-25,Spring,2012,February,14,No Holiday,Saturday,Non-Working Day,Few Clouds,0.32,0.2727,0.29,0.5522,35,181,216,16.203703703703702,83.79629629629629,All-Day Rider
